Time [s],Heat flux [W],,,
,,,Time,experiment heatflux
,,,3202.559,842.9798
,,,3203.628,819.3598
,,,3204.696,789.5586
,,,3205.771,782.8216
,,,3206.835,744.0416
,,,3207.905,721.3327
,,,3208.974,715.5666
,,,3210.035,656.9002
,,,3211.097,653.8153
,,,3212.153,635.9102
,,,3213.216,620.1644
,,,3214.285,598.8061
,,,3215.344,580.137
,,,3216.414,556.6062
,,,3217.466,536.6125
,,,3218.525,529.7545
,,,3219.588,512.6584
,,,3220.648,486.7102
,,,3221.717,493.6997
,,,3222.777,438.6062
,,,3223.845,437.3745
,,,3224.919,428.2992
,,,3225.979,430.1067
,,,3227.041,402.2262
,,,3228.092,387.4762
,,,3229.159,360.7073
,,,3230.217,352.5567
,,,3231.286,342.9378
,,,3232.337,336.7493
,,,3233.39,317.739
,,,3234.441,302.4832
,,,3235.501,295.6796
,,,3236.567,273.2669
,,,3237.62,266.1002
,,,3238.679,248.5509
,,,3239.759,246.0085
,,,3240.822,231.6241
,,,3241.894,216.7791
,,,3242.946,206.9579
,,,3244.008,200.7426
,,,3245.068,183.7893
,,,3246.137,176.0938
,,,3247.205,166.194
,,,3248.277,164.6153
,,,3249.33,152.7183
,,,3250.405,139.7626
,,,3251.472,132.5425
,,,3252.528,116.1011
,,,3253.589,108.8855
,,,3254.648,104.1792
,,,3255.707,93.8764
,,,3256.78,93.6331
,,,3257.846,77.5895
,,,3258.905,70.396
,,,3259.967,63.9222
,,,3261.023,56.1158
,,,3262.102,47.611
,,,3263.173,39.119
,,,3264.244,34.7903
,,,3265.308,31.5562
,,,3266.37,21.8382
,,,3267.453,11.4546
,,,3268.509,1.4755
,,,3269.578,-1.798
,,,3270.646,-7.4498
,,,3271.704,-12.6719
,,,3272.773,-19.5424
,,,3273.845,-26.9399
,,,3274.897,-34.4541
,,,3275.969,-40.7615
,,,3277.03,-43.3608
,,,3278.081,-48.8136
,,,3279.15,-52.7388
,,,3280.21,-63.2183
,,,3281.286,-64.4675
,,,3282.339,-69.903
,,,3283.413,-75.8104
,,,3284.474,-78.7804
,,,3285.536,-83.371
,,,3286.597,-91.5437
,,,3287.677,-100.9597
,,,3288.738,-100.1741
,,,3289.808,-109.7098
,,,3290.883,-107.5143
,,,3291.935,-117.0562
,,,3293.006,-121.5207
,,,3294.06,-126.7123
,,,3295.117,-127.8259
,,,3296.186,-132.2104
,,,3297.237,-135.9181
,,,3298.296,-140.2995
,,,3299.366,-144.6935
,,,3300.426,-149.3963
,,,3301.487,-148.932
,,,3302.565,-156.0407
,,,3303.64,-158.185
,,,3304.698,-163.5946
,,,3305.757,-174.0927
,,,3306.817,-169.4615
,,,3307.875,-179.2123
,,,3308.933,-181.6004
,,,3310,-178.6458
,,,3311.057,-181.239
,,,3312.131,-194.1967
,,,3313.205,-190.916
,,,3314.264,-192.1932
,,,3315.335,-200.32
,,,3316.397,-194.7976
,,,3317.448,-201.5551
,,,3318.509,-208.6207
,,,3319.568,-204.4511
,,,3320.624,-217.4493
,,,3321.694,-214.2917
,,,3322.772,-223.7749
,,,3323.838,-220.4416
,,,3324.898,-219.8043
,,,3325.969,-224.1802
,,,3327.029,-226.707
,,,3328.08,-229.779
,,,3329.151,-230.6985
,,,3330.22,-229.4099
,,,3331.297,-230.4245
,,,3332.35,-243.344
,,,3333.423,-252.6218
,,,3334.484,-246.8887
,,,3335.553,-248.6395
,,,3336.623,-252.467
,,,3337.674,-257.6492
,,,3338.727,-255.732
,,,3339.788,-247.4939
,,,3340.849,-264.3125
,,,3341.907,-259.6297
,,,3342.964,-266.1129
,,,3344.029,-266.6326
,,,3345.088,-265.2225
,,,3346.148,-263.5979
,,,3347.232,-278.1829
,,,3348.284,-274.8354
,,,3349.336,-275.436
,,,3350.397,-273.7051
,,,3351.45,-281.7297
,,,3352.501,-278.4711
,,,3353.564,-279.1521
,,,3354.621,-279.6209
,,,3355.68,-285.596
,,,3356.742,-289.0816
,,,3357.799,-284.8898
,,,3358.866,-288.3508
,,,3359.921,-287.4613
,,,3360.991,-290.7097
,,,3362.049,-290.4391
,,,3363.121,-296.6774
,,,3364.184,-301.9459
,,,3365.252,-312.7891
,,,3366.314,-313.0605
,,,3367.368,-308.908
,,,3368.437,-298.5603
,,,3369.505,-311.2816
,,,3370.574,-319.537
,,,3371.642,-317.4426
,,,3372.695,-312.1095
,,,3373.766,-315.4702
,,,3374.821,-319.6742
,,,3375.873,-323.1043
,,,3376.926,-325.1914
,,,3377.979,-316.7731
,,,3379.033,-325.8623
,,,3380.094,-325.2216
,,,3381.16,-332.9065
,,,3382.224,-330.724
,,,3383.278,-334.6086
,,,3384.332,-330.9411
,,,3385.394,-337.3653
,,,3386.451,-335.0906
,,,3387.503,-321.9229
,,,3388.576,-337.0067
,,,3389.644,-339.2254
,,,3390.702,-328.206
,,,3391.773,-333.0241
,,,3392.824,-334.5387
,,,3393.896,-337.4287
,,,3394.954,-343.1658
,,,3396.014,-346.39
,,,3397.085,-342.1581
,,,3398.152,-341.2663
,,,3399.213,-350.5518
,,,3400.286,-343.9665
,,,3401.344,-339.5664
,,,3402.395,-349.0965
,,,3403.455,-349.4515
,,,3404.516,-351.1915
,,,3405.575,-350.3967
,,,3406.645,-351.8919
,,,3407.706,-362.6397
,,,3408.772,-356.8737
,,,3409.843,-356.3709
,,,3410.899,-349.5536
,,,3411.958,-357.2035
,,,3413.024,-366.3538
,,,3414.096,-358.9803
,,,3415.154,-360.4932
,,,3416.214,-359.9789
,,,3417.265,-375.4475
,,,3418.316,-358.7946
,,,3419.382,-357.4683
,,,3420.434,-371.9691
,,,3421.491,-363.3011
,,,3422.542,-376.1985
,,,3423.612,-374.0941
,,,3424.681,-357.5132
,,,3425.75,-373.1501
,,,3426.801,-368.8581
,,,3427.852,-376.6287
,,,3428.924,-374.2721
,,,3429.984,-372.4409
,,,3431.042,-376.8984
,,,3432.113,-364.8648
,,,3433.17,-366.2713
,,,3434.232,-369.0116
,,,3435.302,-367.8382
,,,3436.364,-377.177
,,,3437.416,-373.411
,,,3438.476,-374.1479
,,,3439.547,-374.7537
,,,3440.608,-373.5514
,,,3441.665,-386.1385
,,,3442.717,-374.5759
,,,3443.789,-375.5273
,,,3444.851,-382.5196
,,,3445.927,-380.2755
,,,3446.984,-393.413
,,,3448.054,-391.3832
,,,3449.113,-380.7094
,,,3450.178,-390.2985
,,,3451.237,-383.1453
,,,3452.288,-390.2761
,,,3453.348,-393.8797
,,,3454.407,-382.5009
,,,3455.466,-396.6772
,,,3456.521,-385.8014
,,,3457.573,-381.3521
,,,3458.647,-390.2622
,,,3459.724,-390.6625
,,,3460.783,-388.2267
,,,3461.852,-399.168
,,,3462.906,-387.4339
,,,3463.98,-387.1612
,,,3465.037,-389.5025
,,,3466.108,-393.7598
,,,3467.173,-396.2165
,,,3468.226,-395.7221
,,,3469.288,-390.3511
,,,3470.361,-387.8784
,,,3471.42,-400.2049
,,,3472.47,-400.3812
,,,3473.534,-394.4826
,,,3474.605,-406.912
,,,3475.671,-394.9854
,,,3476.731,-402.3136
,,,3477.782,-392.8252
,,,3478.836,-415.7962
,,,3479.9,-404.9672
,,,3480.968,-401.9785
,,,3482.025,-395.332
,,,3483.102,-395.3786
,,,3484.172,-408.9202
,,,3485.249,-402.4996
,,,3486.312,-400.9238
,,,3487.365,-396.9091
,,,3488.422,-408.5399
,,,3489.501,-408.7218
,,,3490.573,-398.2195
,,,3491.631,-398.2611
,,,3492.684,-405.6229
,,,3493.759,-413.5408
,,,3494.819,-410.4538
,,,3495.893,-405.8324
,,,3496.953,-397.1056
,,,3498.004,-415.2706
,,,3499.061,-412.1464
,,,3500.113,-405.113
,,,3501.178,-415.8023
,,,3502.268,-412.4178
,,,3503.319,-413.2497
,,,3504.383,-417.1834
,,,3505.443,-397.1779
,,,3506.501,-408.9876
,,,3507.555,-407.8614
,,,3508.638,-407.9411
,,,3509.689,-413.5733
,,,3510.755,-417.9524
,,,3511.806,-406.134
,,,3512.86,-416.9898
,,,3513.919,-414.916
,,,3514.975,-410.6666
,,,3516.048,-408.8929
,,,3517.117,-393.4823
,,,3518.169,-407.5044
,,,3519.236,-408.2958
,,,3520.295,-406.5751
,,,3521.358,-402.6424
,,,3522.41,-397.4985
,,,3523.462,-408.5719
,,,3524.531,-402.336
,,,3525.608,-407.8734
,,,3526.67,-404.8618
,,,3527.731,-410.8253
,,,3528.798,-416.4907
,,,3529.858,-418.0793
,,,3530.917,-405.5741
,,,3531.981,-423.5446
,,,3533.037,-404.9022
,,,3534.106,-413.4784
,,,3535.175,-414.4168
,,,3536.247,-404.8987
,,,3537.298,-434.7173
,,,3538.365,-412.4508
,,,3539.418,-425.0216
,,,3540.488,-422.4403
,,,3541.542,-409.113
,,,3542.593,-416.4341
,,,3543.653,-414.3822
,,,3544.714,-409.3053
,,,3545.774,-411.6081
,,,3546.827,-418.8232
,,,3547.896,-412.7107
,,,3548.974,-419.6785
,,,3550.036,-409.9371
,,,3551.097,-408.5547
,,,3552.17,-425.6225
,,,3553.242,-402.3746
,,,3554.299,-416.7281
,,,3555.361,-419.086
,,,3556.429,-414.0829
,,,3557.488,-403.6209
,,,3558.55,-404.8049
,,,3559.62,-400.9672
,,,3560.68,-415.9849
,,,3561.752,-417.8282
,,,3562.803,-418.503
,,,3563.857,-412.1015
,,,3564.922,-412.0423
,,,3565.973,-407.8897
,,,3567.042,-415.9384
,,,3568.096,-408.9788
,,,3569.156,-420.4349
,,,3570.216,-408.7953
,,,3571.277,-415.2872
,,,3572.328,-412.598
,,,3573.402,-411.0497
,,,3574.456,-410.049
,,,3575.516,-409.8156
,,,3576.574,-417.2757
,,,3577.628,-415.5108
,,,3578.694,-413.2449
,,,3579.763,-421.0987
,,,3580.834,-421.6349
,,,3581.891,-415.9429
,,,3582.954,-407.3428
,,,3584.013,-410.0128
,,,3585.073,-405.4077
,,,3586.145,-405.6264
,,,3587.208,-408.1848
,,,3588.275,-419.8538
,,,3589.348,-420.2249
,,,3590.41,-404.439
,,,3591.47,-420.5357
,,,3592.52,-405.9976
,,,3593.588,-402.3438
,,,3594.648,-400.4675
,,,3595.716,-409.2919
,,,3596.784,-413.4174
,,,3597.854,-418.0477
,,,3598.925,-420.9115
,,,3599.983,-425.3172
,,,3601.055,-416.6054
,,,3602.123,-405.5989
,,,3603.184,-418.4721
,,,3604.244,-417.4459
,,,3605.316,-407.1448
,,,3606.386,-425.0614
,,,3607.443,-408.7195
,,,3608.511,-397.4092
,,,3609.571,-416.1129
,,,3610.642,-417.0481
,,,3611.7,-416.3756
,,,3612.753,-414.6838
,,,3613.814,-399.5484
,,,3614.883,-396.5073
,,,3615.941,-415.563
,,,3617.006,-401.4031
,,,3618.057,-405.7258
,,,3619.12,-409.9298
,,,3620.189,-408.1207
,,,3621.247,-412.7679
,,,3622.302,-397.1363
,,,3623.374,-405.593
,,,3624.436,-402.6657
,,,3625.512,-403.2391
,,,3626.584,-403.3676
,,,3627.637,-406.604
,,,3628.7,-412.5142
,,,3629.758,-415.6425
,,,3630.818,-407.512
,,,3631.886,-411.0122
,,,3632.944,-405.3144
,,,3634.004,-406.3996
,,,3635.061,-411.0571
,,,3636.119,-401.2748
,,,3637.191,-414.6238
,,,3638.25,-406.261
,,,3639.316,-412.0949
,,,3640.385,-399.7454
,,,3641.458,-401.2667
,,,3642.512,-419.0875
,,,3643.58,-409.9204
,,,3644.648,-404.7678
,,,3645.708,-408.555
,,,3646.767,-404.4809
,,,3647.826,-405.9102
,,,3648.887,-403.8194
,,,3649.956,-417.3173
,,,3651.029,-404.8659
,,,3652.091,-397.497
,,,3653.143,-406.5524
,,,3654.212,-407.9456
,,,3655.282,-410.4351
,,,3656.336,-404.5134
,,,3657.395,-412.7161
,,,3658.454,-393.8309
,,,3659.513,-409.5394
,,,3660.582,-405.4786
,,,3661.652,-392.801
,,,3662.706,-398.6913
,,,3663.767,-407.2931
,,,3664.836,-403.3801
,,,3665.894,-399.8244
,,,3666.953,-401.019
,,,3668.008,-400.7033
,,,3669.069,-412.4088
,,,3670.141,-398.7655
,,,3671.226,-391.6753
,,,3672.282,-399.0713
,,,3673.352,-394.4392
,,,3674.412,-380.5133
,,,3675.475,-400.9549
,,,3676.533,-404.0561
,,,3677.583,-400.3169
,,,3678.658,-394.9099
,,,3679.711,-401.0009
,,,3680.77,-395.4261
,,,3681.842,-387.829
,,,3682.907,-390.3546
,,,3683.976,-383.2842
,,,3685.045,-404.7829
,,,3686.106,-395.7517
,,,3687.168,-388.8205
,,,3688.226,-403.1942
,,,3689.285,-388.8886
,,,3690.348,-391.9574
,,,3691.418,-392.6279
,,,3692.479,-396.9163
,,,3693.539,-393.4117
,,,3694.602,-389.4992
,,,3695.662,-395.7527
,,,3696.719,-393.0864
,,,3697.782,-399.3583
,,,3698.841,-394.4514
,,,3699.9,-387.1275
,,,3700.972,-392.547
,,,3702.029,-403.8146
,,,3703.089,-394.5783
,,,3704.148,-385.4986
,,,3705.208,-395.6845
,,,3706.278,-391.3448
,,,3707.329,-382.9115
,,,3708.387,-385.0417
,,,3709.445,-387.9918
,,,3710.504,-390.7011
,,,3711.564,-392.8347
,,,3712.617,-384.6133
,,,3713.683,-387.5281
,,,3714.738,-397.3631
,,,3715.798,-388.6147
,,,3716.86,-392.9474
,,,3717.911,-382.8082
,,,3718.965,-380.3009
,,,3720.038,-377.9381
,,,3721.094,-375.9014
,,,3722.155,-377.0408
,,,3723.226,-394.9953
,,,3724.29,-375.5018
,,,3725.361,-390.3379
,,,3726.412,-380.5306
,,,3727.478,-391.6912
,,,3728.547,-374.4495
,,,3729.599,-383.1549
,,,3730.658,-381.6373
,,,3731.726,-383.8822
,,,3732.778,-376.302
,,,3733.829,-386.0906
,,,3734.895,-374.5711
,,,3735.965,-382.8926
,,,3737.038,-373.1995
,,,3738.11,-384.0618
,,,3739.174,-371.918
,,,3740.225,-377.1554
,,,3741.291,-383.0727
,,,3742.342,-379.1818
,,,3743.424,-373.1249
,,,3744.483,-368.7626
,,,3745.545,-374.9346
,,,3746.606,-376.8169
,,,3747.658,-385.0829
,,,3748.722,-386.7021
,,,3749.774,-372.4896
,,,3750.838,-383.0702
,,,3751.907,-366.0723
,,,3752.959,-375.4417
,,,3754.028,-366.0276
,,,3755.099,-375.0578
,,,3756.168,-371.9009
,,,3757.233,-377.3154
,,,3758.304,-367.7695
,,,3759.376,-377.2494
,,,3760.447,-369.6766
,,,3761.512,-371.4027
,,,3762.563,-380.074
,,,3763.619,-363.8184
,,,3764.672,-372.29
,,,3765.738,-367.842
,,,3766.803,-364.804
,,,3767.857,-368.1574
,,,3768.918,-373.4074
,,,3769.987,-359.3973
,,,3771.064,-373.9977
,,,3772.125,-368.1716
,,,3773.196,-378.5316
,,,3774.258,-368.6662
,,,3775.318,-355.6652
,,,3776.39,-360.0097
,,,3777.443,-361.9121
,,,3778.503,-370.9321
,,,3779.569,-360.8648
,,,3780.639,-368.6415
,,,3781.698,-358.6172
,,,3782.752,-355.6295
,,,3783.82,-363.4318
,,,3784.877,-372.6187
,,,3785.936,-359.3126
,,,3787.011,-361.6221
,,,3788.084,-358.7302
,,,3789.157,-367.2905
,,,3790.218,-371.1641
,,,3791.287,-366.4424
,,,3792.338,-374.0212
,,,3793.411,-361.7737
,,,3794.472,-352.5568
,,,3795.548,-353.5242
,,,3796.607,-354.031
,,,3797.66,-364.9004
,,,3798.727,-352.6003
,,,3799.797,-354.0627
,,,3800.849,-357.7675
,,,3801.913,-353.2505
,,,3802.971,-360.8988
,,,3804.039,-356.4162
,,,3805.104,-363.718
,,,3806.165,-346.0741
,,,3807.242,-358.2229
,,,3808.308,-351.7615
,,,3809.382,-352.0925
,,,3810.443,-352.9251
,,,3811.503,-343.7071
,,,3812.554,-351.2559
,,,3813.626,-357.2954
,,,3814.687,-358.6409
,,,3815.758,-348.939
,,,3816.81,-351.4388
,,,3817.866,-350.6741
,,,3818.927,-352.5715
,,,3819.987,-360.2135
,,,3821.062,-352.4204
,,,3822.124,-335.1162
,,,3823.185,-345.7817
,,,3824.255,-351.8672
,,,3825.33,-339.8239
,,,3826.389,-350.0716
,,,3827.439,-345.069
,,,3828.51,-343.3435
,,,3829.572,-348.7299
,,,3830.642,-341.6573
,,,3831.701,-353.5801
,,,3832.771,-354.5566
,,,3833.829,-346.9589
,,,3834.888,-354.9729
,,,3835.947,-343.9258
,,,3837.013,-343.2178
,,,3838.077,-345.5541
,,,3839.137,-336.5233
,,,3840.208,-345.1858
,,,3841.267,-349.7625
,,,3842.319,-347.6572
,,,3843.377,-344.7357
,,,3844.434,-331.0799
,,,3845.494,-353.0228
,,,3846.555,-342.2444
,,,3847.61,-361.4765
,,,3848.682,-350.1165
,,,3849.74,-352.22
,,,3850.808,-335.0551
,,,3851.868,-340.1828
,,,3852.919,-336.2377
,,,3853.975,-338.3348
,,,3855.042,-339.8053
,,,3856.099,-350.1742
,,,3857.157,-335.4435
,,,3858.213,-343.8528
,,,3859.283,-333.2367
,,,3860.34,-329.8563
,,,3861.413,-331.5493
,,,3862.464,-331.9281
,,,3863.526,-327.9159
,,,3864.6,-331.2536
,,,3865.666,-332.8294
,,,3866.726,-342.9909
,,,3867.778,-328.8632
,,,3868.838,-329.6185
,,,3869.911,-328.4099
,,,3870.962,-330.9603
,,,3872.033,-337.5754
,,,3873.105,-329.464
,,,3874.175,-318.2084
,,,3875.245,-331.1029
,,,3876.309,-341.6131
,,,3877.36,-326.1861
,,,3878.416,-336.8912
,,,3879.485,-322.6932
,,,3880.556,-332.7198
,,,3881.614,-327.3799
,,,3882.68,-332.3528
,,,3883.75,-330.8873
,,,3884.819,-327.3337
,,,3885.883,-326.5167
,,,3886.941,-331.5544
,,,3887.994,-322.9522
,,,3889.058,-322.1082
,,,3890.128,-330.8243
,,,3891.188,-322.4613
,,,3892.251,-325.6691
,,,3893.302,-326.3063
,,,3894.366,-320.6788
,,,3895.437,-329.7397
,,,3896.497,-330.3641
,,,3897.548,-323.4519
,,,3898.619,-323.2794
,,,3899.686,-317.665
,,,3900.755,-324.4576
,,,3901.827,-332.0983
,,,3902.882,-333.1181
,,,3903.944,-316.8211
,,,3905.018,-329.0077
,,,3906.09,-323.5355
,,,3907.15,-326.4529
,,,3908.209,-313.7774
,,,3909.272,-323.9856
,,,3910.343,-317.8692
,,,3911.415,-316.188
,,,3912.467,-317.2159
,,,3913.522,-317.7611
,,,3914.582,-319.5249
,,,3915.641,-311.6496
,,,3916.696,-316.6573
,,,3917.749,-319.4014
,,,3918.8,-312.9863
,,,3919.872,-317.521
,,,3920.95,-324.8174
,,,3922.022,-319.7193
,,,3923.086,-312.6447
,,,3924.138,-322.4946
,,,3925.201,-317.064
,,,3926.255,-318.3991
,,,3927.311,-319.5033
,,,3928.383,-317.1543
,,,3929.437,-302.4602
,,,3930.513,-302.4301
,,,3931.57,-303.7679
,,,3932.625,-311.6618
,,,3933.677,-308.6457
,,,3934.75,-305.8331
,,,3935.812,-311.0526
,,,3936.874,-306.7095
,,,3937.927,-316.3955
,,,3938.979,-304.4612
,,,3940.03,-313.374
,,,3941.102,-302.985
,,,3942.16,-314.2226
,,,3943.211,-301.0996
,,,3944.28,-301.3171
,,,3945.364,-305.5598
,,,3946.424,-306.2687
,,,3947.476,-306.0441
,,,3948.544,-307.5488
,,,3949.609,-306.1307
,,,3950.673,-311.1178
,,,3951.732,-309.8845
,,,3952.784,-303.8798
,,,3953.841,-307.6307
,,,3954.898,-304.089
,,,3955.962,-299.9531
,,,3957.035,-307.2166
,,,3958.1,-308.4672
,,,3959.158,-303.6535
,,,3960.222,-297.7108
,,,3961.281,-304.0557
,,,3962.332,-294.709
,,,3963.389,-297.3339
,,,3964.449,-289.8149
,,,3965.524,-306.2555
,,,3966.582,-299.8339
,,,3967.637,-304.3834
,,,3968.705,-294.8722
,,,3969.776,-295.9134
,,,3970.845,-290.8399
,,,3971.898,-303.1526
,,,3972.956,-291.5212
,,,3974.015,-292.1562
,,,3975.07,-297.3033
,,,3976.131,-291.2999
,,,3977.193,-290.6106
,,,3978.264,-279.3204
,,,3979.322,-297.1793
,,,3980.392,-287.4574
,,,3981.45,-286.0347
,,,3982.501,-292.4589
,,,3983.561,-287.471
,,,3984.631,-284.8256
,,,3985.692,-288.7676
,,,3986.75,-287.5022
,,,3987.802,-291.8234
,,,3988.871,-290.9256
,,,3989.931,-295.5822
,,,3990.989,-282.6266
,,,3992.059,-291.7742
,,,3993.11,-278.7659
,,,3994.17,-295.3578
,,,3995.227,-286.5113
,,,3996.278,-292.2971
,,,3997.329,-284.2342
,,,3998.397,-283.029
,,,3999.449,-282.7145
,,,4000.501,-278.2768
,,,4001.552,-285.7088
,,,4002.614,-280.0077
,,,4003.691,-285.7652
,,,4004.756,-279.5868
,,,4005.813,-293.5062
,,,4006.878,-283.357
,,,4007.937,-275.2426
,,,4008.995,-280.1686
,,,4010.063,-279.4156
,,,4011.12,-277.5424
,,,4012.179,-280.2226
,,,4013.24,-285.789
,,,4014.293,-275.7992
,,,4015.346,-276.926
,,,4016.414,-276.3954
,,,4017.466,-278.1913
,,,4018.524,-267.4695
,,,4019.585,-277.0756
,,,4020.649,-272.7446
,,,4021.701,-283.9132
,,,4022.756,-273.1744
,,,4023.827,-271.4412
,,,4024.881,-277.5765
,,,4025.938,-265.6882
,,,4026.99,-272.4908
,,,4028.041,-274.2378
,,,4029.12,-272.3321
,,,4030.185,-275.7114
,,,4031.25,-282.3497
,,,4032.311,-269.3213
,,,4033.374,-265.516
,,,4034.434,-278.1233
,,,4035.497,-281.6983
,,,4036.555,-264.8396
,,,4037.606,-275.4684
,,,4038.665,-271.2422
,,,4039.73,-271.6385
,,,4040.79,-276.5928
,,,4041.852,-273.0624
,,,4042.903,-274.1384
,,,4043.973,-271.1892
,,,4045.029,-273.1572
,,,4046.087,-277.9885
,,,4047.148,-272.2583
,,,4048.213,-279.0686
,,,4049.283,-273.8462
,,,4050.342,-271.9036
,,,4051.412,-277.9707
,,,4052.464,-264.2651
,,,4053.533,-276.3103
,,,4054.591,-266.1851
,,,4055.66,-270.1787
,,,4056.721,-267.2793
,,,4057.775,-261.2409
,,,4058.847,-264.6117
,,,4059.9,-267.9894
,,,4060.973,-266.2665
,,,4062.044,-265.6727
,,,4063.108,-259.4517
,,,4064.167,-263.0283
,,,4065.227,-260.3776
,,,4066.288,-259.99
,,,4067.34,-262.3361
,,,4068.403,-260.2817
,,,4069.459,-273.0183
,,,4070.525,-261.7056
,,,4071.597,-259.7201
,,,4072.65,-255.5438
,,,4073.716,-263.9035
,,,4074.78,-255.4627
,,,4075.843,-260.6575
,,,4076.913,-256.1515
,,,4077.968,-258.4601
,,,4079.027,-261.5443
,,,4080.097,-264.7994
,,,4081.167,-261.1633
,,,4082.239,-256.3638
,,,4083.302,-264.9698
,,,4084.366,-264.2224
,,,4085.436,-262.0044
,,,4086.487,-258.2626
,,,4087.541,-259.6513
,,,4088.613,-258.2524
,,,4089.671,-256.5648
,,,4090.749,-254.2226
,,,4091.827,-258.0986
,,,4092.891,-256.4256
,,,4093.97,-257.9365
,,,4095.031,-252.0358
,,,4096.113,-253.7605
,,,4097.171,-250.2686
,,,4098.231,-250.4939
,,,4099.291,-251.8259
,,,4100.352,-255.4637
,,,4101.424,-250.3826
,,,4102.478,-247.8314
,,,4103.54,-253.4032
,,,4104.601,-257.3367
,,,4105.67,-247.9366
,,,4106.732,-254.2434
,,,4107.788,-245.1704
,,,4108.85,-252.5523
,,,4109.917,-242.4578
,,,4110.991,-242.7816
,,,4112.051,-258.0078
,,,4113.116,-248.8676
,,,4114.18,-254.3303
,,,4115.237,-250.7969
,,,4116.296,-244.585
,,,4117.354,-252.6268
,,,4118.422,-246.5188
,,,4119.48,-244.2929
,,,4120.537,-241.6761
,,,4121.599,-249.5038
,,,4122.652,-244.3602
,,,4123.71,-247.023
,,,4124.784,-244.6174
,,,4125.844,-249.9254
,,,4126.913,-239.9486
,,,4127.965,-242.2581
,,,4129.034,-244.574
,,,4130.106,-244.0016
,,,4131.176,-245.1732
,,,4132.232,-237.8959
,,,4133.3,-241.6434
,,,4134.354,-232.7175
,,,4135.414,-239.1644
,,,4136.495,-239.7105
,,,4137.548,-243.8307
,,,4138.616,-242.4276
,,,4139.676,-237.7015
,,,4140.745,-238.9221
,,,4141.803,-234.1305
,,,4142.854,-235.5558
,,,4143.92,-239.5501
,,,4144.982,-240.7564
,,,4146.049,-235.9782
,,,4147.126,-233.7153
,,,4148.189,-233.9198
,,,4149.248,-234.297
,,,4150.299,-233.671
,,,4151.358,-235.8403
,,,4152.41,-243.6369
,,,4153.482,-230.1941
,,,4154.55,-240.5573
,,,4155.608,-226.5772
,,,4156.677,-233.8869
,,,4157.727,-234.134
,,,4158.8,-227.0525
,,,4159.87,-231.6465
,,,4160.941,-236.6442
,,,4162.008,-231.0911
,,,4163.077,-230.6777
,,,4164.146,-236.7108
,,,4165.206,-231.1815
,,,4166.272,-236.0484
,,,4167.324,-228.3369
,,,4168.384,-227.8988
,,,4169.445,-232.184
,,,4170.505,-233.4304
,,,4171.563,-234.862
,,,4172.618,-227.7199
,,,4173.692,-225.3627
,,,4174.76,-234.0315
,,,4175.823,-232.9928
,,,4176.904,-230.5499
,,,4177.955,-228.7061
,,,4179.016,-232.8798
,,,4180.088,-230.4869
,,,4181.147,-235.7306
,,,4182.21,-226.3407
,,,4183.282,-223.0501
,,,4184.357,-224.9779
,,,4185.426,-229.6058
,,,4186.486,-223.0111
,,,4187.553,-231.9867
,,,4188.618,-232.6555
,,,4189.677,-232.5876
,,,4190.742,-220.1941
,,,4191.8,-227.0905
,,,4192.868,-222.6613
,,,4193.932,-219.4108
,,,4195,-227.1052
,,,4196.069,-228.4407
,,,4197.142,-224.0863
,,,4198.214,-220.7151
,,,4199.273,-220.0811
,,,4200.344,-224.9127
,,,4201.414,-219.4496
,,,4202.466,-213.205
,,,4203.532,-225.1111
,,,4204.603,-226.7458
,,,4205.675,-218.6125
,,,4206.727,-223.1645
,,,4207.777,-223.4269
,,,4208.849,-218.5236
,,,4209.921,-217.8511
,,,4210.98,-220.1774
,,,4212.043,-217.268
,,,4213.113,-215.03
,,,4214.182,-220.8877
,,,4215.256,-221.9058
,,,4216.324,-213.5647
,,,4217.375,-221.3393
,,,4218.447,-212.4566
,,,4219.507,-217.4252
,,,4220.576,-212.9713
,,,4221.636,-218.6767
,,,4222.692,-218.4394
,,,4223.747,-221.8072
,,,4224.814,-222.9537
,,,4225.876,-213.0389
,,,4226.948,-221.4263
,,,4228.002,-213.1001
,,,4229.065,-214.3493
,,,4230.124,-218.7426
,,,4231.194,-208.7338
,,,4232.249,-219.9272
,,,4233.31,-213.3397
,,,4234.369,-212.7536
,,,4235.431,-219.476
,,,4236.506,-210.8131
,,,4237.56,-212.6976
,,,4238.617,-213.5558
,,,4239.691,-215.1935
,,,4240.76,-212.1505
,,,4241.819,-211.7357
,,,4242.878,-211.8314
,,,4243.942,-205.6076
,,,4245.02,-207.918
,,,4246.077,-208.6964
,,,4247.136,-211.5009
,,,4248.204,-211.8452
,,,4249.276,-206.6696
,,,4250.336,-203.1816
,,,4251.408,-211.4387
,,,4252.462,-209.9597
,,,4253.519,-214.0396
,,,4254.585,-210.5865
,,,4255.654,-209.9002
,,,4256.711,-202.214
,,,4257.764,-208.445
,,,4258.833,-202.5532
,,,4259.892,-201.7703
,,,4260.96,-207.1513
,,,4262.024,-205.9161
,,,4263.085,-208.0446
,,,4264.161,-206.4787
,,,4265.223,-206.4963
,,,4266.282,-208.6765
,,,4267.335,-207.2437
,,,4268.386,-204.2159
,,,4269.439,-209.5915
,,,4270.512,-200.7731
,,,4271.572,-204.8816
,,,4272.625,-200.5184
,,,4273.698,-197.6448
